Zeit Kanal A Kanal B
(ms) (mV) (V)
-6.12352800 3.36466600 -1.55497900
-6.10304800 2.46742200 -1.59025800
-6.08256800 3.36466600 -1.59025800
-6.06208800 2.91604400 -1.60795900
-6.04160800 2.91604400 -1.60795900
-6.02112800 2.46742200 -1.62559900
-6.00064800 2.91604400 -1.60795900
-5.98016800 2.01879900 -1.60795900
-5.95968800 2.91604400 -1.60795900
-5.93920800 3.36466600 -1.57261900
-5.91872800 2.91604400 -1.60795900
-5.89824800 3.36466600 -1.59025800
-5.87776800 2.91604400 -1.60795900
-5.85728800 2.91604400 -1.60795900
-5.83680800 2.46742200 -1.62559900
-5.81632800 2.91604400 -1.60795900
-5.79584700 2.91604400 -1.57261900
-5.77536800 2.91604400 -1.59025800
-5.75488800 3.36466600 -1.57261900
-5.73440800 2.91604400 -1.60795900
-5.71392800 3.36466600 -1.60795900
-5.69344800 2.91604400 -1.60795900
-5.67296800 2.91604400 -1.60795900
-5.65248800 2.01879900 -1.60795900
-5.63200800 2.91604400 -1.59025800
-5.61152800 3.36466600 -1.57261900
-5.59104800 2.91604400 -1.60795900
-5.57056800 3.36466600 -1.57261900
-5.55008800 2.91604400 -1.60795900
-5.52960800 2.46742200 -1.60795900
-5.50912800 1.57017700 -1.62559900
-5.48864700 2.91604400 -1.59025800
-5.46816800 1.57017700 -1.59025800
-5.44768800 2.91604400 -1.59025800
-5.42720800 3.36466600 -1.57261900
-5.40672800 2.91604400 -1.60795900
-5.38624800 3.36466600 -1.59025800
-5.36576800 2.91604400 -1.59025800
-5.34528800 2.91604400 -1.60795900
-5.32480800 2.01879900 -1.60795900
-5.30432700 2.91604400 -1.59025800
-5.28384800 3.36466600 -1.55497900
-5.26336800 2.91604400 -1.59025800
-5.24288800 3.36466600 -1.57261900
-5.22240800 2.91604400 -1.59025800
-5.20192800 3.36466600 -1.59025800
-5.18144800 2.91604400 -1.59025800
-5.16096800 2.91604400 -1.59025800
-5.14048800 2.01879900 -1.60795900
-5.12000800 2.91604400 -1.59025800
-5.09952800 3.36466600 -1.57261900
-5.07904800 3.36466600 -1.59025800
-5.05856800 3.36466600 -1.57261900
-5.03808800 2.91604400 -1.59025800
-5.01760800 2.91604400 -1.60795900
-4.99712800 2.01879900 -1.62559900
-4.97664800 2.91604400 -1.59025800
-4.95616800 2.46742200 -1.59025800
-4.93568800 2.91604400 -1.59025800
-4.91520800 3.36466600 -1.55497900
-4.89472800 2.91604400 1.58720700
-4.87424800 3.36466600 1.58720700
-4.85376800 2.91604400 1.58720700
-4.83328800 2.91604400 1.58720700
-4.81280800 12.33863000 1.56956700
-4.79232800 12.33863000 1.58720700
-4.77184800 12.33863000 1.64018700
-4.75136800 10.99277000 1.60484600
-4.73088800 10.99277000 1.62254700
-4.71040800 10.09552000 1.58720700
-4.68992800 9.64690000 1.58720700
-4.66944800 8.30103400 1.58720700
-4.64896800 8.30103400 1.58720700
-4.62848800 6.95364200 1.58720700
-4.60800700 7.40226500 1.62254700
-4.58752800 7.40226500 1.64018700
-4.56704800 6.95364200 1.58720700
-4.54656800 6.95364200 1.62254700
-4.52608800 6.05639800 1.60484600
-4.50560800 6.05639800 1.58720700
-4.48512800 5.15915400 1.58720700
-4.46464800 5.60777600 1.58720700
-4.44416800 5.15915400 1.62254700
-4.42368800 5.15915400 1.60484600
-4.40320800 5.60777600 1.62254700
-4.38272800 4.71053200 1.58720700
-4.36224800 5.15915400 1.62254700
-4.34176800 4.71053200 1.62254700
-4.32128800 3.81328800 1.58720700
-4.30080700 3.36466600 1.58720700
-4.28032800 3.81328800 1.58720700
-4.25984800 4.26191000 1.64018700
-4.23936800 3.36466600 1.62254700
-4.21888800 4.26191000 1.62254700
-4.19840800 3.81328800 1.58720700
-4.17792800 3.36466600 1.58720700
-4.15744800 2.46742200 1.56956700
-4.13696800 3.36466600 1.58720700
-4.11648800 2.91604400 1.58720700
-4.09600800 3.36466600 1.60484600
-4.07552800 3.81328800 1.62254700
-4.05504800 3.36466600 1.58720700
-4.03456800 3.36466600 1.58720700
-4.01408800 2.91604400 1.58720700
-3.99360800 2.91604400 1.58720700
-3.97312800 2.46742200 1.58720700
-3.95264800 3.36466600 1.58720700
-3.93216800 3.36466600 1.64018700
-3.91168800 3.36466600 1.58720700
-3.89120800 3.81328800 1.62254700
-3.87072800 3.36466600 1.58720700
-3.85024800 3.36466600 1.58720700
-3.82976800 3.36466600 1.60484600
-3.80928800 2.91604400 1.58720700
-3.78880800 2.46742200 1.58720700
-3.76832800 2.91604400 1.58720700
-3.74784800 3.36466600 1.62254700
-3.72736800 2.91604400 1.58720700
-3.70688800 3.36466600 1.60484600
-3.68640800 2.91604400 1.58720700
-3.66592800 2.91604400 -1.60795900
-3.64544800 1.57017700 -1.64323900
-3.62496800 2.91604400 -1.60795900
-3.60448800 2.46742200 -1.60795900
-3.58400800 2.46742200 -1.60795900
-3.56352800 3.36466600 -1.57261900
-3.54304800 2.91604400 -1.60795900
-3.52256800 3.36466600 -1.59025800
-3.50208800 2.91604400 -1.59025800
-3.48160800 2.91604400 -1.60795900
-3.46112800 1.57017700 -1.62559900
-3.44064800 2.91604400 -1.60795900
-3.42016800 3.36466600 -1.57261900
-3.39968800 2.91604400 -1.60795900
-3.37920800 3.36466600 -1.59025800
-3.35872800 2.91604400 -1.60795900
-3.33824800 2.91604400 -1.60795900
-3.31776800 3.36466600 -1.60795900
-3.29728800 2.91604400 -1.60795900
-3.27680800 1.57017700 -1.60795900
-3.25632800 2.91604400 -1.59025800
-3.23584800 2.91604400 -1.57261900
-3.21536800 2.91604400 -1.59025800
-3.19488800 3.36466600 -1.59025800
-3.17440800 2.91604400 -1.59025800
-3.15392800 2.91604400 -1.60795900
-3.13344800 2.01879900 -1.62559900
-3.11296800 2.91604400 -1.60795900
-3.09248800 2.46742200 -1.57261900
-3.07200800 2.91604400 -1.59025800
-3.05152800 3.36466600 -1.57261900
-3.03104800 2.91604400 -1.60795900
-3.01056800 3.36466600 -1.59025800
-2.99008800 2.91604400 -1.60795900
-2.96960800 2.91604400 -1.60795900
-2.94912800 2.01879900 -1.60795900
-2.92864800 2.91604400 -1.59025800
-2.90816800 3.36466600 -1.55497900
-2.88768800 2.91604400 -1.59025800
-2.86720800 3.36466600 -1.57261900
-2.84672800 2.91604400 -1.59025800
-2.82624800 2.91604400 -1.60795900
-2.80576800 2.46742200 -1.62559900
-2.78528800 2.91604400 -1.59025800
-2.76480800 2.01879900 -1.60795900
-2.74432800 2.91604400 -1.59025800
-2.72384800 3.36466600 -1.57261900
-2.70336800 2.91604400 -1.59025800
-2.68288800 3.36466600 -1.57261900
-2.66240800 2.91604400 -1.59025800
-2.64192800 2.91604400 -1.60795900
-2.62144800 2.01879900 -1.60795900
-2.60096800 2.91604400 -1.59025800
-2.58048800 2.91604400 -1.55497900
-2.56000800 2.91604400 -1.59025800
-2.53952800 3.36466600 -1.55497900
-2.51904800 2.91604400 -1.57261900
-2.49856800 2.91604400 -1.59025800
-2.47808800 2.91604400 -1.59025800
-2.45760800 2.91604400 -1.59025800
-2.43712800 2.01879900 1.56956700
-2.41664800 2.91604400 1.58720700
-2.39616800 3.36466600 1.62254700
-2.37568800 2.91604400 1.58720700
-2.35520800 14.13465000 1.62254700
-2.33472800 15.48051000 1.60484600
-2.31424800 14.58327000 1.58720700
-2.29376800 12.33863000 1.56956700
-2.27328800 12.33863000 1.58720700
-2.25280800 10.99277000 1.58720700
-2.23232800 10.99277000 1.60484600
-2.21184800 10.54414000 1.62254700
-2.19136800 10.09552000 1.60484600
-2.17088800 10.09552000 1.62254700
-2.15040800 8.74965700 1.60484600
-2.12992800 8.30103400 1.58720700
-2.10944800 6.95364200 1.58720700
-2.08896800 7.40226500 1.58720700
-2.06848800 7.40226500 1.64018700
-2.04800800 6.50502000 1.58720700
-2.02752800 6.95364200 1.62254700
-2.00704800 6.05639800 1.62254700
-1.98656800 6.05639800 1.58720700
-1.96608800 5.15915400 1.60484600
-1.94560800 5.15915400 1.58720700
-1.92512800 4.26191000 1.58720700
-1.90464800 5.15915400 1.62254700
-1.88416800 5.15915400 1.62254700
-1.86368800 4.71053200 1.62254700
-1.84320800 5.15915400 1.62254700
-1.82272800 4.26191000 1.60484600
-1.80224800 4.26191000 1.58720700
-1.78176800 3.36466600 1.58720700
-1.76128800 3.81328800 1.58720700
-1.74080800 3.36466600 1.58720700
-1.72032800 3.81328800 1.58720700
-1.69984800 4.26191000 1.62254700
-1.67936800 3.36466600 1.62254700
-1.65888800 3.36466600 1.58720700
-1.63840800 3.36466600 1.60484600
-1.61792800 3.36466600 1.58720700
-1.59744800 2.46742200 1.58720700
-1.57696800 3.36466600 1.60484600
-1.55648800 3.36466600 1.64018700
-1.53600800 3.36466600 1.60484600
-1.51552800 3.36466600 1.62254700
-1.49504800 2.91604400 1.58720700
-1.47456800 2.91604400 1.58720700
-1.45408800 2.46742200 1.56956700
-1.43360800 2.91604400 1.58720700
-1.41312800 2.46742200 1.58720700
-1.39264800 2.91604400 1.58720700
-1.37216800 3.36466600 1.62254700
-1.35168800 2.91604400 1.58720700
-1.33120800 3.36466600 1.60484600
-1.31072800 2.91604400 1.58720700
-1.29024800 2.91604400 1.58720700
-1.26976800 2.46742200 1.58720700
-1.24928800 2.91604400 1.58720700
-1.22880800 2.91604400 1.62254700
-1.20832800 2.91604400 -1.55497900
-1.18784800 3.36466600 -1.59025800
-1.16736800 2.91604400 -1.59025800
-1.14688800 2.91604400 -1.60795900
-1.12640800 2.91604400 -1.59025800
-1.10592800 2.46742200 -1.60795900
-1.08544800 1.57017700 -1.60795900
-1.06496800 2.91604400 -1.60795900
-1.04448800 3.36466600 -1.57261900
-1.02400800 2.91604400 -1.60795900
-1.00352800 3.36466600 -1.59025800
-0.98304790 2.91604400 -1.59025800
-0.96256790 2.91604400 -1.62559900
-0.94208780 1.57017700 -1.66087800
-0.92160790 2.46742200 -1.60795900
-0.90112780 2.01879900 -1.60795900
-0.88064780 2.46742200 -1.60795900
-0.86016790 3.36466600 -1.57261900
-0.83968780 2.46742200 -1.60795900
-0.81920780 3.36466600 -1.59025800
-0.79872790 2.91604400 -1.59025800
-0.77824780 2.91604400 -1.60795900
-0.75776780 1.57017700 -1.62559900
-0.73728790 2.46742200 -1.60795900
-0.71680780 3.36466600 -1.55497900
-0.69632780 2.46742200 -1.60795900
-0.67584790 3.36466600 -1.57261900
-0.65536790 2.91604400 -1.59025800
-0.63488780 2.91604400 -1.60795900
-0.61440780 2.46742200 -1.59025800
-0.59392790 2.46742200 -1.60795900
-0.57344780 1.57017700 -1.60795900
-0.55296780 2.91604400 -1.59025800
-0.53248790 2.91604400 -1.57261900
-0.51200780 2.91604400 -1.59025800
-0.49152790 3.36466600 -1.59025800
-0.47104780 2.91604400 -1.59025800
-0.45056780 2.46742200 -1.60795900
-0.43008790 1.57017700 -1.62559900
-0.40960780 2.46742200 -1.60795900
-0.38912790 2.46742200 -1.59025800
-0.36864790 2.46742200 -1.59025800
-0.34816780 3.36466600 -1.57261900
-0.32768790 2.91604400 -1.59025800
-0.30720790 2.91604400 -1.59025800
-0.28672780 2.91604400 -1.59025800
-0.26624780 2.46742200 -1.59025800
-0.24576780 1.57017700 -1.60795900
-0.22528790 2.46742200 -1.59025800
-0.20480780 2.91604400 -1.55497900
-0.18432780 2.91604400 -1.59025800
-0.16384780 3.36466600 -1.57261900
-0.14336780 2.91604400 -1.59025800
-0.12288780 2.91604400 -1.59025800
-0.10240780 2.91604400 -1.60795900
-0.08192785 2.46742200 -1.59025800
-0.06144785 2.01879900 -1.59025800
-0.04096785 2.46742200 -1.59025800
-0.02048785 2.91604400 -1.57261900
-0.00000785 2.46742200 -1.59025800
0.02047215 3.36466600 1.51658700
0.04095215 2.46742200 1.58720700
0.06143215 2.91604400 1.58720700
0.08191215 2.01879900 1.58720700
0.10239220 2.91604400 1.58720700
0.12287220 16.37776000 1.62254700
0.14335220 15.92914000 1.58720700
0.16383220 15.48051000 1.62254700
0.18431210 14.13465000 1.58720700
0.20479220 13.68450000 1.60484600
0.22527210 11.89001000 1.58720700
0.24575220 10.99277000 1.58720700
0.26623220 10.09552000 1.58720700
0.28671210 10.09552000 1.60484600
0.30719210 10.09552000 1.64018700
0.32767220 8.74965700 1.60484600
0.34815220 8.74965700 1.62254700
0.36863210 7.85088700 1.60484600
0.38911220 7.40226500 1.58720700
0.40959220 6.50502000 1.56956700
0.43007220 6.50502000 1.58720700
0.45055210 5.60777600 1.58720700
0.47103210 6.50502000 1.62254700
0.49151210 6.50502000 1.62254700
0.51199220 5.15915400 1.60484600
0.53247210 6.05639800 1.62254700
0.55295220 5.15915400 1.58720700
0.57343210 4.71053200 1.58720700
0.59391210 3.81328800 1.58720700
0.61439220 4.71053200 1.62254700
0.63487210 4.71053200 1.64018700
0.65535210 4.26191000 1.60484600
0.67583220 4.71053200 1.62254700
0.69631220 4.26191000 1.58720700
0.71679210 4.26191000 1.58720700
0.73727210 3.81328800 1.60484600
0.75775220 3.36466600 1.58720700
0.77823210 2.91604400 1.58720700
0.79871210 3.36466600 1.62254700
0.81919220 3.81328800 1.62254700
0.83967210 3.36466600 1.58720700
0.86015210 3.81328800 1.62254700
0.88063220 3.36466600 1.58720700
0.90111210 3.36466600 1.58720700
0.92159220 2.01879900 1.56956700
0.94207220 3.36466600 1.58720700
0.96255210 2.46742200 1.58720700
0.98303220 2.91604400 1.58720700
1.00351200 3.36466600 1.62254700
1.02399200 2.91604400 1.58720700
1.04447200 3.36466600 1.60484600
1.06495200 2.91604400 1.58720700
1.08543200 2.91604400 1.58720700
1.10591200 2.01879900 1.56956700
1.12639200 2.91604400 1.58720700
1.14687200 3.36466600 1.64018700
1.16735200 2.91604400 1.58720700
1.18783200 3.36466600 1.62254700
1.20831200 2.91604400 1.58720700
1.22879200 2.91604400 1.58720700
1.24927200 1.57017700 -1.53733900
1.26975200 2.46742200 -1.60795900
1.29023200 2.01879900 -1.60795900
1.31071200 2.91604400 -1.60795900
1.33119200 2.91604400 -1.59025800
1.35167200 2.46742200 -1.60795900
1.37215200 3.36466600 -1.59025800
1.39263200 2.91604400 -1.60795900
1.41311200 2.46742200 -1.60795900
1.43359200 2.01879900 -1.60795900
1.45407200 2.46742200 -1.60795900
1.47455200 2.91604400 -1.59025800
1.49503200 2.46742200 -1.60795900
1.51551200 3.36466600 -1.57261900
1.53599200 2.91604400 -1.60795900
1.55647200 2.91604400 -1.60795900
1.57695200 2.91604400 -1.60795900
1.59743200 2.91604400 -1.60795900
1.61791200 1.57017700 -1.60795900
1.63839200 2.91604400 -1.60795900
1.65887200 2.91604400 -1.57261900
1.67935200 2.46742200 -1.59025800
1.69983200 3.36466600 -1.59025800
1.72031200 2.46742200 -1.59025800
1.74079200 2.91604400 -1.60795900
1.76127200 1.57017700 -1.62559900
1.78175200 2.46742200 -1.60795900
1.80223200 1.57017700 -1.60795900
1.82271200 2.91604400 -1.60795900
1.84319200 3.36466600 -1.57261900
1.86367200 2.91604400 -1.59025800
1.88415200 3.36466600 -1.59025800
1.90463200 2.46742200 -1.59025800
1.92511200 2.46742200 -1.60795900
1.94559200 1.57017700 -1.60795900
1.96607200 2.46742200 -1.59025800
1.98655200 2.91604400 -1.55497900
2.00703200 2.91604400 -1.59025800
2.02751200 3.36466600 -1.57261900
2.04799200 2.91604400 -1.59025800
2.06847200 2.91604400 -1.60795900
2.08895200 2.91604400 -1.59025800
2.10943200 2.46742200 -1.59025800
2.12991200 2.01879900 -1.60795900
2.15039200 2.91604400 -1.59025800
2.17087200 2.91604400 -1.57261900
2.19135200 2.46742200 -1.59025800
2.21183200 3.36466600 -1.59025800
2.23231200 2.91604400 -1.59025800
2.25279200 2.46742200 -1.60795900
2.27327200 1.57017700 -1.62559900
2.29375200 2.46742200 -1.59025800
2.31423200 2.01879900 -1.59025800
2.33471200 2.91604400 -1.59025800
2.35519200 3.36466600 -1.57261900
2.37567200 2.46742200 -1.59025800
2.39615200 2.91604400 -1.59025800
2.41663200 2.46742200 -1.59025800
2.43711200 2.46742200 -1.59025800
2.45759200 1.57017700 -1.60795900
2.47807200 2.46742200 1.51658700
2.49855200 3.36466600 1.62254700
2.51903200 2.91604400 1.58720700
2.53951200 3.36466600 1.62254700
2.55999200 2.46742200 1.58720700
2.58047200 17.72363000 1.58720700
2.60095200 16.82638000 1.58720700
2.62143200 15.92914000 1.58720700
2.64191200 14.13465000 1.58720700
2.66239200 14.13465000 1.60484600
2.68287200 13.68450000 1.62254700
2.70335200 12.33863000 1.58720700
2.72383200 11.89001000 1.62254700
2.74431200 10.54414000 1.58720700
2.76479200 10.09552000 1.58720700
2.78527200 8.74965700 1.58720700
2.80575200 8.74965700 1.58720700
2.82623200 8.30103400 1.62254700
2.84671200 7.85088700 1.62254700
2.86719200 8.30103400 1.62254700
2.88767200 6.95364200 1.60484600
2.90815200 6.95364200 1.62254700
2.92863200 6.50502000 1.60484600
2.94911200 6.05639800 1.58720700
2.96959200 5.15915400 1.58720700
2.99007200 5.60777600 1.60484600
3.01055200 5.15915400 1.64018700
3.03103200 5.15915400 1.58720700
3.05151200 5.60777600 1.62254700
3.07199200 4.71053200 1.58720700
3.09247200 4.26191000 1.58720700
3.11295200 3.36466600 1.56956700
3.13343200 4.26191000 1.58720700
3.15391200 3.36466600 1.58720700
3.17439200 3.81328800 1.60484600
3.19487200 4.26191000 1.62254700
3.21535200 3.36466600 1.58720700
3.23583200 4.26191000 1.62254700
3.25631200 3.36466600 1.58720700
3.27679200 3.36466600 1.58720700
3.29727200 2.91604400 1.58720700
3.31775200 3.36466600 1.60484600
3.33823200 3.36466600 1.62254700
3.35871200 3.36466600 1.60484600
3.37919200 3.81328800 1.62254700
3.39967200 3.36466600 1.60484600
3.42015200 3.36466600 1.58720700
3.44063200 2.91604400 1.58720700
3.46111200 2.91604400 1.58720700
3.48159200 2.46742200 1.58720700
3.50207200 2.91604400 1.58720700
3.52255200 3.36466600 1.62254700
3.54303200 2.91604400 1.58720700
3.56351200 3.36466600 1.60484600
3.58399200 2.91604400 1.58720700
3.60447200 2.91604400 1.58720700
3.62495200 1.57017700 1.55192700
3.64543200 2.46742200 1.58720700
3.66591200 2.01879900 1.58720700
3.68639200 2.91604400 1.58720700
3.70687200 3.36466600 1.62254700
3.72735200 2.46742200 -1.59025800
3.74783200 2.91604400 -1.59025800
3.76831200 2.91604400 -1.60795900
3.78879200 2.46742200 -1.60795900
3.80927200 1.57017700 -1.62559900
3.82975200 2.46742200 -1.60795900
3.85023200 2.91604400 -1.57261900
3.87071200 2.46742200 -1.59025800
3.89119200 3.36466600 -1.59025800
3.91167200 2.91604400 -1.59025800
3.93215200 2.91604400 -1.60795900
3.95263200 1.57017700 -1.60795900
3.97311200 2.46742200 -1.60795900
3.99359200 1.57017700 -1.60795900
4.01407200 2.46742200 -1.60795900
4.03455200 2.91604400 -1.59025800
4.05503200 2.46742200 -1.60795900
4.07551200 3.36466600 -1.59025800
4.09599200 2.46742200 -1.60795900
4.11647200 2.46742200 -1.60795900
4.13695200 1.57017700 -1.62559900
4.15743300 2.46742200 -1.59025800
4.17791200 2.46742200 -1.59025800
4.19839200 2.46742200 -1.60795900
4.21887200 3.36466600 -1.57261900
4.23935200 2.46742200 -1.60795900
4.25983200 2.91604400 -1.60795900
4.28031200 2.46742200 -1.59025800
4.30079200 2.46742200 -1.60795900
4.32127200 1.57017700 -1.60795900
4.34175200 2.46742200 -1.59025800
4.36223200 2.91604400 -1.55497900
4.38271200 2.46742200 -1.59025800
4.40319200 3.36466600 -1.57261900
4.42367200 2.46742200 -1.59025800
4.44415200 2.46742200 -1.60795900
4.46463200 1.57017700 -1.62559900
4.48511200 2.46742200 -1.60795900
4.50559200 1.57017700 -1.60795900
4.52607200 2.46742200 -1.59025800
4.54655200 2.91604400 -1.57261900
4.56703200 2.46742200 -1.59025800
4.58751200 2.91604400 -1.59025800
4.60799200 2.46742200 -1.59025800
4.62847200 2.46742200 -1.60795900
4.64895200 1.57017700 -1.60795900
4.66943200 2.46742200 -1.59025800
4.68991200 2.91604400 -1.55497900
4.71039200 2.46742200 -1.59025800
4.73087200 2.91604400 -1.57261900
4.75135200 2.91604400 -1.59025800
4.77183200 2.91604400 -1.59025800
4.79231200 2.46742200 -1.59025800
4.81279200 2.46742200 -1.60795900
4.83327200 1.57017700 -1.60795900
4.85375200 2.46742200 -1.59025800
4.87423200 2.91604400 -1.55497900
4.89471200 2.46742200 -1.59025800
4.91519200 2.91604400 -1.57261900
4.93567200 2.46742200 -1.59025800
4.95615200 2.46742200 1.56956700
4.97663200 1.57017700 1.55192700
4.99711200 2.46742200 1.58720700
5.01759200 2.01879900 1.58720700
5.03807300 18.17225000 1.58720700
5.05855200 18.62087000 1.62254700
5.07903200 16.82638000 1.60484600
5.09951200 15.92914000 1.62254700
5.11999200 14.58327000 1.60484600
5.14047200 13.68450000 1.58720700
5.16095200 11.89001000 1.58720700
5.18143200 11.89001000 1.58720700
5.20191200 11.44139000 1.64018700
5.22239200 10.54414000 1.58720700
5.24287200 10.54414000 1.62254700
5.26335200 9.19827800 1.62254700
5.28383200 8.74965700 1.58720700
5.30431200 6.95364200 1.58720700
5.32479200 7.85088700 1.58720700
5.34527200 6.95364200 1.58720700
5.36575200 6.95364200 1.60484600
5.38623200 6.95364200 1.62254700
5.40671200 6.50502000 1.62254700
5.42719200 6.50502000 1.62254700
5.44767200 5.60777600 1.58720700
5.46815200 5.15915400 1.58720700
5.48863200 4.26191000 1.58720700
5.50911200 5.15915400 1.58720700
5.52959300 4.71053200 1.62254700
5.55007200 4.26191000 1.58720700
5.57055200 5.15915400 1.62254700
5.59103200 4.26191000 1.60484600
5.61151200 4.26191000 1.58720700
5.63199200 3.81328800 1.60484600
5.65247200 3.81328800 1.58720700
5.67295200 2.91604400 1.58720700
5.69343200 3.36466600 1.58720700
5.71391200 3.81328800 1.62254700
5.73439200 3.36466600 1.58720700
5.75487200 3.81328800 1.62254700
5.77535200 3.36466600 1.58720700
5.79583200 3.36466600 1.58720700
5.81631200 2.91604400 1.56956700
5.83679200 3.36466600 1.58720700
5.85727200 2.46742200 1.58720700
5.87775200 3.36466600 1.58720700
5.89823200 3.36466600 1.62254700
5.91871200 3.36466600 1.58720700
5.93919200 3.36466600 1.60484600
5.95967200 2.91604400 1.58720700
5.98015200 2.91604400 1.58720700
6.00063200 2.46742200 1.58720700
6.02111200 2.91604400 1.58720700
6.04159200 2.91604400 1.62254700
6.06207200 2.91604400 1.60484600
6.08255200 3.36466600 1.62254700
6.10303200 2.46742200 1.58720700
6.12351200 2.91604400 1.58720700
6.14399200 2.46742200 1.58720700
6.16447200 2.46742200 1.58720700
6.18495200 1.57017700 -1.59025800
6.20543200 2.46742200 -1.60795900
6.22591200 2.91604400 -1.57261900
6.24639200 2.91604400 -1.60795900
6.26687200 3.36466600 -1.59025800
6.28735200 2.46742200 -1.60795900
6.30783200 2.46742200 -1.62559900
6.32831200 1.57017700 -1.62559900
6.34879200 2.46742200 -1.60795900
6.36927200 1.57017700 -1.60795900
6.38975200 2.46742200 -1.60795900
6.41023200 2.91604400 -1.57261900
6.43071200 2.46742200 -1.60795900
6.45119200 2.91604400 -1.59025800
6.47167200 2.91604400 -1.60795900
6.49215200 2.46742200 -1.60795900
6.51263200 1.57017700 -1.62559900
6.53311200 2.91604400 -1.60795900
6.55359200 2.91604400 -1.55497900
6.57407200 2.46742200 -1.60795900
6.59455200 3.36466600 -1.59025800
6.61503200 2.46742200 -1.60795900
6.63551200 2.46742200 -1.60795900
6.65599200 2.46742200 -1.60795900
6.67647200 2.46742200 -1.60795900
6.69695200 1.57017700 -1.60795900
6.71743200 2.46742200 -1.59025800
6.73791200 2.91604400 -1.57261900
6.75839200 2.46742200 -1.60795900
6.77887200 3.36466600 -1.59025800
6.79935200 2.46742200 -1.59025800
6.81983200 2.46742200 -1.60795900
6.84031200 1.57017700 -1.62559900
6.86079200 2.46742200 -1.59025800
6.88127200 2.46742200 -1.59025800
6.90175200 2.46742200 -1.59025800
6.92223200 3.36466600 -1.57261900
6.94271200 2.46742200 -1.59025800
6.96319200 2.91604400 -1.59025800
6.98367200 2.46742200 -1.59025800
7.00415200 2.46742200 -1.60795900
7.02463200 1.57017700 -1.60795900
7.04511200 2.46742200 -1.59025800
7.06559200 2.91604400 -1.55497900
7.08607200 2.46742200 -1.59025800
7.10655200 2.91604400 -1.57261900
7.12703200 2.46742200 -1.59025800
7.14751200 2.46742200 -1.60795900
7.16799200 1.57017700 -1.62559900
7.18847200 2.46742200 -1.59025800
7.20895200 1.57017700 -1.60795900
7.22943200 2.46742200 -1.59025800
7.24991200 2.91604400 -1.55497900
7.27039200 2.46742200 -1.57261900
7.29087200 3.36466600 -1.57261900
7.31135200 2.46742200 -1.59025800
7.33183200 2.46742200 -1.60795900
7.35231200 1.57017700 -1.59025800
7.37279200 2.46742200 -1.59025800
7.39327200 2.91604400 -1.55497900
7.41375200 2.91604400 1.55192700
7.43423200 3.36466600 1.62254700
7.45471200 2.91604400 1.58720700
7.47519200 2.91604400 1.58720700
7.49567200 2.91604400 1.58720700
7.51615200 9.19827800 1.58720700
7.53663200 8.30103400 1.58720700
7.55711200 8.30103400 1.58720700
7.57759200 8.74965700 1.62254700
7.59807200 7.40226500 1.60484600
7.61855200 7.85088700 1.62254700
7.63903200 6.95364200 1.62254700
7.65951200 6.50502000 1.58720700
7.67999200 5.15915400 1.56956700
7.70047200 5.60777600 1.58720700
7.72095200 4.71053200 1.60484600
7.74143200 5.15915400 1.60484600
7.76191200 5.60777600 1.62254700
7.78239200 4.71053200 1.58720700
7.80287200 5.15915400 1.62254700
7.82335200 4.26191000 1.58720700
7.84383200 4.26191000 1.58720700
7.86431200 3.36466600 1.58720700
7.88479200 4.26191000 1.58720700
7.90527200 4.26191000 1.62254700
7.92575300 3.81328800 1.58720700
7.94623200 4.26191000 1.62254700
7.96671200 3.36466600 1.58720700
7.98719200 3.36466600 1.58720700
8.00767100 3.36466600 1.58720700
8.02815200 3.36466600 1.58720700
8.04863300 2.91604400 1.58720700
8.06911200 3.36466600 1.58720700
8.08959200 3.36466600 1.62254700
8.11007200 3.36466600 1.60484600
8.13055200 3.81328800 1.62254700
8.15103200 3.36466600 1.58720700
8.17151200 2.91604400 1.58720700
8.19199300 2.46742200 1.56956700
8.21247200 2.91604400 1.58720700
8.23295200 2.91604400 1.60484600
8.25343200 2.91604400 1.58720700
8.27391100 3.36466600 1.62254700
8.29439300 2.91604400 1.58720700
8.31487200 3.36466600 1.58720700
8.33535200 2.91604400 1.58720700
8.35583200 2.91604400 1.58720700
8.37631200 2.01879900 1.58720700
8.39679200 2.91604400 1.58720700
8.41727200 3.36466600 1.62254700
8.43775200 2.91604400 1.58720700
8.45823300 3.36466600 1.62254700
8.47871200 2.91604400 1.60484600
8.49919200 2.91604400 1.58720700
8.51967100 2.46742200 1.56956700
8.54015200 2.46742200 1.58720700
8.56063300 2.01879900 1.58720700
8.58111200 2.91604400 1.58720700
8.60159200 3.36466600 1.62254700
8.62207100 2.91604400 1.58720700
8.64255200 3.36466600 1.58720700
8.66303300 2.91604400 -1.59025800
8.68351200 2.46742200 -1.60795900
8.70399200 1.57017700 -1.60795900
8.72447200 2.46742200 -1.60795900
8.74495200 2.91604400 -1.57261900
8.76543200 2.91604400 -1.60795900
8.78591200 3.36466600 -1.59025800
8.80639300 2.46742200 -1.60795900
8.82687200 2.91604400 -1.60795900
8.84735200 2.46742200 -1.60795900
8.86783200 2.46742200 -1.62559900
8.88831100 1.57017700 -1.60795900
8.90879200 2.91604400 -1.60795900
8.92927300 2.91604400 -1.57261900
8.94975200 2.46742200 -1.60795900
8.97023200 3.36466600 -1.59025800
